id,data,cidade_origem,uf_origem,base_origem,nf,valor_da_nota,volumes,peso_real,peso_cubado,cidade_destino,uf_destino,base,setor,frete_peso,seguro,total_frete,vendedor,cliente,data_inclusao
136221,2024-01-01,"São Paulo",SP,SAO,1020,240.02,1,0.19,0.0,"SAO PAULO",SP,SAO,CEN,50.55,0.72006,51.27006,"Agustinho Ormeneze",Hiroshima,
136222,2024-01-01,"São Paulo",SP,SAO,1021,675.97,9,14.168,0.0,"SAO PAULO",SP,SAO,CEN,84.317049,2.02791,86.344959,"Agustinho Ormeneze",Hiroshima,
136223,2024-01-01,"São Paulo",SP,SAO,1022,1056.05,19,27.37,0.0,JUQUITIBA,SP,SPO,TWM,125.8511,3.16815,129.01925,"Agustinho Ormeneze",Hiroshima,
136224,2024-01-01,"São Paulo",SP,SAO,1023,32.27,1,0.826,0.0,OSASCO,SP,SPO,TLG,69.53,0.09681,69.62681,"Agustinho Ormeneze",Hiroshima,
136225,2024-01-01,"São Paulo",SP,SAO,1024,1832.27,20,25.06,0.0,"SAO PAULO",SP,SAO,CEN,118.407208,5.49681,123.904018,"Agustinho Ormeneze",Hiroshima,
136226,2024-01-01,"São Paulo",SP,SAO,1025,8073.24,92,113.66,0.0,CAMPINAS,SP,SPO,DOC,433.1271,24.21972,457.34682,"Agustinho Ormeneze",Hiroshima,
136227,2024-01-01,"São Paulo",SP,SAO,1026,169.9,1,1.75,0.0,CAMPINAS,SP,SPO,DOC,69.53,0.5097,70.0397,"Agustinho Ormeneze",Hiroshima,
136228,2024-01-01,"São Paulo",SP,SAO,1027,3.85,2,2.2,0.0,"SAO VICENTE",SP,SPO,TLG,69.53,0.01155,69.54155,"Agustinho Ormeneze",Hiroshima,
136229,2024-01-01,"São Paulo",SP,SAO,1028,274.7,4,5.48,0.0,"RIBEIRAO PRETO",SP,SPO,DVT,73.6556,0.8241,74.4797,"Agustinho Ormeneze",Hiroshima,
136230,2024-01-01,"São Paulo",SP,SAO,1029,739.44,14,11.71,0.0,"PARAGUACU PAULISTA",SP,SPO,DVT,94.5743,2.21832,96.79262,"Agustinho Ormeneze",Hiroshima,
136231,2024-01-01,"São Paulo",SP,SAO,1030,1306.85,18,18.09,0.0,LINS,SP,SPO,DVT,111.7416,3.92055,115.66215,"Agustinho Ormeneze",Hiroshima,
136232,2024-01-01,"São Paulo",SP,SAO,1031,405.44,5,6.63,0.0,PINDAMONHANGABA,SP,SPO,DOC,78.9878,1.21632,80.20412,"Agustinho Ormeneze",Hiroshima,
136233,2024-01-01,"São Paulo",SP,SAO,1032,1770.37,29,27.028,0.0,"SANTO ANDRE",SP,SPO,TLG,160.2025,5.31111,165.51361,"Agustinho Ormeneze",Hiroshima,
136234,2024-01-01,"São Paulo",SP,SAO,1033,681.95,8,10.896,0.0,"SAO BERNARDO DO CAMPO",SP,SPO,TLG,94.1645,2.04585,96.21035,"Agustinho Ormeneze",Hiroshima,
136235,2024-01-01,"São Paulo",SP,SAO,1034,544.69,8,10.802,0.0,ARUJA,SP,SPO,TLG,105.3197,1.63407,106.95377,"Agustinho Ormeneze",Hiroshima,
136236,2024-01-01,"São Paulo",SP,SAO,1035,1210.97,14,18.135,0.0,"SAO BERNARDO DO CAMPO",SP,SPO,TLG,130.5742,3.63291,134.20711,"Agustinho Ormeneze",Hiroshima,
136237,2024-01-01,"São Paulo",SP,SAO,1036,51.33,1,0.416,0.0,"SAO BERNARDO DO CAMPO",SP,SPO,TLG,69.53,0.15399,69.68399,"Agustinho Ormeneze",Hiroshima,
136238,2024-01-01,"São Paulo",SP,SAO,1037,1218.77,9,23.339,0.0,JANDIRA,SP,SPO,TLG,106.5033,3.65631,110.15961,"Agustinho Ormeneze",Hiroshima,
136239,2024-01-01,"São Paulo",SP,SAO,1038,176.92,3,4.026,0.0,"SAO PAULO",SP,SAO,CEN,50.901155,0.53076,51.431915,"Agustinho Ormeneze",Hiroshima,
136240,2024-01-01,"São Paulo",SP,SAO,1039,947.76,9,24.7,0.0,"SAO PAULO",SP,SAO,CEN,89.151454,2.84328,91.994734,"Agustinho Ormeneze",Hiroshima,
136241,2024-01-01,"São Paulo",SP,SAO,1040,1326.85,21,34.675,0.0,"SAO PAULO",SP,SAO,CEN,125.576616,3.98055,129.557166,"Agustinho Ormeneze",Hiroshima,
136242,2024-01-01,"São Paulo",SP,SAO,1041,1044.96,12,20.565,0.0,"SAO PAULO",SP,SAO,CEN,99.966475,3.13488,103.101355,"Agustinho Ormeneze",Hiroshima,
136243,2024-01-01,"São Paulo",SP,SAO,1042,816.11,6,9.995,0.0,DIADEMA,SP,SPO,TLG,83.299,2.44833,85.74733,"Agustinho Ormeneze",Hiroshima,
136244,2024-01-01,"São Paulo",SP,SAO,1043,933.68,17,22.39,0.0,MAUA,SP,SPO,TLG,121.178,2.80104,123.97904,"Agustinho Ormeneze",Hiroshima,
136245,2024-01-01,"São Paulo",SP,SAO,1044,1903.43,16,33.065,0.0,"SAO BERNARDO DO CAMPO",SP,SPO,TLG,162.9587,5.71029,168.66899,"Agustinho Ormeneze",Hiroshima,
136246,2024-01-01,"São Paulo",SP,SAO,1045,1521.81,12,30.37,0.0,"SAO PAULO",SP,SAO,CEN,107.653096,4.56543,112.218526,"Agustinho Ormeneze",Hiroshima,
136247,2024-01-01,"São Paulo",SP,SAO,1046,1883.24,22,40.256,0.0,OSASCO,SP,SPO,TLG,195.9616,5.64972,201.61132,"Agustinho Ormeneze",Hiroshima,
136248,2024-01-01,"São Paulo",SP,SAO,1047,717.05,13,19.135,0.0,CARAPICUIBA,SP,SPO,TLG,115.3622,2.15115,117.51335,"Agustinho Ormeneze",Hiroshima,
136249,2024-01-01,"São Paulo",SP,SAO,1048,1246.07,20,18.668,0.0,"SAO PAULO",SP,SAO,CEN,115.524814,3.73821,119.263024,"Agustinho Ormeneze",Hiroshima,
136250,2024-01-01,"São Paulo",SP,SAO,1049,972.31,15,22.25,0.0,ITAQUAQUECETUBA,SP,SPO,TLG,143.9486,2.91693,146.86553,"Agustinho Ormeneze",Hiroshima,
136251,2024-01-01,"São Paulo",SP,SAO,1050,0.0,3,3.04,0.0,"EMBU DAS ARTES",SP,SPO,TLG,71.2413,0.0,71.2413,"Agustinho Ormeneze",Hiroshima,
136252,2024-01-01,"São Paulo",SP,SAO,1051,1530.76,16,22.483,0.0,"SAO PAULO",SP,SAO,CEN,96.143349,4.59228,100.735629,"Agustinho Ormeneze",Hiroshima,
136253,2024-01-01,"São Paulo",SP,SAO,1052,849.99,15,12.342,0.0,"SANTO ANDRE",SP,SPO,TLG,109.6466,2.54997,112.19657,"Agustinho Ormeneze",Hiroshima,
136254,2024-01-01,"São Paulo",SP,SAO,1053,1453.21,22,20.551,0.0,"SANTO ANDRE",SP,SPO,TLG,153.2745,4.35963,157.63413,"Agustinho Ormeneze",Hiroshima,
136255,2024-01-01,"São Paulo",SP,SAO,1054,1354.44,18,14.722,0.0,"SAO PAULO",SP,SAO,CEN,79.81081,4.06332,83.87413,"Agustinho Ormeneze",Hiroshima,
136256,2024-01-01,"São Paulo",SP,SAO,1055,121.72,1,1.114,0.0,CAJAMAR,SP,SPO,TLG,69.53,0.36516,69.89516,"Agustinho Ormeneze",Hiroshima,
136257,2024-01-01,"São Paulo",SP,SAO,1056,1243.08,17,17.465,0.0,"SAO PAULO",SP,SAO,CEN,98.445251,3.72924,102.174491,"Agustinho Ormeneze",Hiroshima,
136258,2024-01-01,"São Paulo",SP,SAO,1057,1161.73,12,18.753,0.0,"SAO BERNARDO DO CAMPO",SP,SPO,TLG,118.233,3.48519,121.71819,"Agustinho Ormeneze",Hiroshima,
136259,2024-01-01,"São Paulo",SP,SAO,1058,1317.27,22,22.491,0.0,"FERRAZ DE VASCONCELOS",SP,SPO,TLG,156.522,3.95181,160.47381,"Agustinho Ormeneze",Hiroshima,
136260,2024-01-01,"São Paulo",SP,SAO,1059,1639.04,23,30.097,0.0,"SAO PAULO",SP,SAO,CEN,130.910854,4.91712,135.827974,"Agustinho Ormeneze",Hiroshima,
136261,2024-01-01,"São Paulo",SP,SAO,1060,1739.7,29,30.517,0.0,"SAO PAULO",SP,SAO,CEN,143.266533,5.2191,148.485633,"Agustinho Ormeneze",Hiroshima,
136262,2024-01-01,"São Paulo",SP,SAO,1061,1822.5,21,25.626,0.0,SUZANO,SP,SPO,TLG,154.6261,5.4675,160.0936,"Agustinho Ormeneze",Hiroshima,
136263,2024-01-01,"São Paulo",SP,SAO,1062,1108.46,15,17.233,0.0,"SANTO ANDRE",SP,SPO,TLG,115.1554,3.32538,118.48078,"Agustinho Ormeneze",Hiroshima,
136264,2024-01-01,"São Paulo",SP,SAO,1063,797.84,13,12.31,0.0,CRUZEIRO,SP,SPO,DVT,92.5091,2.39352,94.90262,"Agustinho Ormeneze",Hiroshima,
136265,2024-01-01,"São Paulo",SP,SAO,1064,54.1,1,0.592,0.0,"ITAPECERICA DA SERRA",SP,SPO,DOC,69.53,0.1623,69.6923,"Agustinho Ormeneze",Hiroshima,
136266,2024-01-01,"São Paulo",SP,SAO,1065,1690.56,24,27.239,0.0,"SAO PAULO",SP,SAO,CEN,136.870219,5.07168,141.941899,"Agustinho Ormeneze",Hiroshima,
136267,2024-01-01,"São Paulo",SP,SAO,1066,409.4,4,6.61,0.0,CURITIBA,PR,CWB,URB,36.642935,1.2282,37.871135,"Agustinho Ormeneze",Hiroshima,
136268,2024-01-01,"São Paulo",SP,SAO,1067,572.67,9,10.57,0.0,TAQUARA,RS,POA,QHV,99.46975,1.71801,101.18776,"Agustinho Ormeneze",Hiroshima,
136269,2024-01-01,"São Paulo",SP,SAO,1068,288.26,2,3.44,0.0,JAGUARAO,RS,RGS,PET,65.29,0.86478,66.15478,"Agustinho Ormeneze",Hiroshima,
136270,2024-01-01,"São Paulo",SP,SAO,1069,1236.09,16,20.8,0.0,CURITIBA,PR,CWB,URB,66.890334,3.70827,70.598604,"Agustinho Ormeneze",Hiroshima,
136271,2024-01-01,"São Paulo",SP,SAO,1070,1378.94,12,20.53,0.0,"FOZ DO IGUACU",PR,CSC,IGU,73.148127,4.13682,77.284947,"Agustinho Ormeneze",Hiroshima,
136272,2024-01-01,"São Paulo",SP,SAO,1071,1547.66,26,28.85,0.0,"FRANCISCO BELTRAO",PR,PTO,PBC,114.248148,4.64298,118.891128,"Agustinho Ormeneze",Hiroshima,
136273,2024-01-01,"São Paulo",SP,SAO,1072,1706.91,23,29.87,0.0,GUAIRA,PR,CSC,CSC,115.08819,5.12073,120.20892,"Agustinho Ormeneze",Hiroshima,
136274,2024-01-01,"São Paulo",SP,SAO,1073,146.12,1,1.46,0.0,CIANORTE,PR,MGF,CIA,42.81,0.43836,43.24836,"Agustinho Ormeneze",Hiroshima,
136275,2024-01-01,"São Paulo",SP,SAO,1074,377.46,5,5.72,0.0,"TELEMACO BORBA",PR,PGZ,TEC,43.90045,1.13238,45.03283,"Agustinho Ormeneze",Hiroshima,
136276,2024-01-01,"São Paulo",SP,SAO,1075,968.32,14,13.6,0.0,JACAREI,SP,SPO,DOC,109.6616,2.90496,112.56656,"Agustinho Ormeneze",Hiroshima,
136277,2024-01-01,"São Paulo",SP,SAO,1076,1025.43,14,15.09,0.0,CASTRO,PR,PGZ,CAS,77.737848,3.07629,80.814138,"Agustinho Ormeneze",Hiroshima,
136278,2024-01-01,"São Paulo",SP,SAO,1077,1034.62,9,22.17,0.0,"FOZ DO IGUACU",PR,CSC,IGU,83.591926,3.10386,86.695786,"Agustinho Ormeneze",Hiroshima,
136279,2024-01-01,"São Paulo",SP,SAO,1078,1099.97,9,18.64,0.0,"NOVO HAMBURGO",RS,POA,QHV,133.866706,3.29991,137.166616,"Agustinho Ormeneze",Hiroshima,
136280,2024-01-01,"São Paulo",SP,SAO,1079,1152.64,7,16.3,0.0,CASCAVEL,PR,CAC,URB,63.319952,3.45792,66.777872,"Agustinho Ormeneze",Hiroshima,
136281,2024-01-01,"São Paulo",SP,SAO,1080,2340.53,26,40.98,0.0,"PATO BRANCO",PR,PTO,PBC,148.764676,7.02159,155.786266,"Agustinho Ormeneze",Hiroshima,
136282,2024-01-01,"São Paulo",SP,SAO,1081,1339.84,32,29.55,0.0,TURVO,SC,CCM,ARA,173.7068,4.01952,177.72632,"Agustinho Ormeneze",Hiroshima,
136283,2024-01-01,"São Paulo",SP,SAO,1082,3449.47,21,45.11,0.0,"FOZ DO IGUACU",PR,CSC,IGU,141.43866,10.34841,151.78707,"Agustinho Ormeneze",Hiroshima,
136284,2024-01-01,"São Paulo",SP,SAO,1083,2018.86,16,33.93,0.0,MARIALVA,PR,MGF,JDS,114.212779,6.05658,120.269359,"Agustinho Ormeneze",Hiroshima,
136285,2024-01-01,"São Paulo",SP,SAO,1084,2112.45,30,38.08,0.0,CIANORTE,PR,MGF,CIA,166.480703,6.33735,172.818053,"Agustinho Ormeneze",Hiroshima,
136286,2024-01-01,"São Paulo",SP,SAO,1085,1647.76,22,31.53,0.0,VOTUPORANGA,SP,SPO,DVT,186.7525,4.94328,191.69578,"Agustinho Ormeneze",Hiroshima,
136287,2024-01-01,"São Paulo",SP,SAO,1086,2174.23,32,42.69,0.0,"FRANCISCO BELTRAO",PR,PTO,PBC,164.655188,6.52269,171.177878,"Agustinho Ormeneze",Hiroshima,
136288,2024-01-01,"São Paulo",SP,SAO,1087,753.04,8,10.08,0.0,SOROCABA,SP,SPO,DOC,83.1869,2.25912,85.44602,"Agustinho Ormeneze",Hiroshima,
136289,2024-01-01,"São Paulo",SP,SAO,1088,4425.41,57,86.54,0.0,CURITIBA,PR,CWB,URB,226.403415,13.27623,239.679645,"Agustinho Ormeneze",Hiroshima,
136290,2024-01-01,"São Paulo",SP,SAO,1089,3545.06,32,51.94,0.0,CURITIBA,PR,CWB,URB,121.628563,10.63518,132.263743,"Agustinho Ormeneze",Hiroshima,
136291,2024-01-01,"São Paulo",SP,SAO,1090,969.78,10,21.72,0.0,CRICIUMA,SC,CCM,CRI,104.17202,2.90934,107.08136,"Agustinho Ormeneze",Hiroshima,
136292,2024-01-01,"São Paulo",SP,SAO,1091,1148.43,21,24.97,0.0,"PORTO ALEGRE",RS,POA,URB,143.86555,3.44529,147.31084,"Agustinho Ormeneze",Hiroshima,
136293,2024-01-01,"São Paulo",SP,SAO,1092,677.59,10,14.66,0.0,"BENTO GONCALVES",RS,POA,CXJ,122.608624,2.03277,124.641394,"Agustinho Ormeneze",Hiroshima,
136294,2024-01-01,"São Paulo",SP,SAO,1093,536.89,10,9.84,0.0,LAJEADO,RS,RGS,LJD,112.425682,1.61067,114.036352,"Agustinho Ormeneze",Hiroshima,
136295,2024-01-01,"São Paulo",SP,SAO,1094,627.43,12,16.16,0.0,SANTIAGO,RS,RGS,RIA,123.041452,1.88229,124.923742,"Agustinho Ormeneze",Hiroshima,
136296,2024-01-01,"São Paulo",SP,SAO,1095,1875.88,20,30.24,0.0,PINDAMONHANGABA,SP,SPO,DOC,130.7912,5.62764,136.41884,"Agustinho Ormeneze",Hiroshima,
136297,2024-01-01,"São Paulo",SP,SAO,1096,2078.88,23,36.99,0.0,JACAREI,SP,SPO,DOC,142.2403,6.23664,148.47694,"Agustinho Ormeneze",Hiroshima,
136298,2024-01-01,"São Paulo",SP,SAO,1097,2012.85,26,39.02,0.0,"NOVO HAMBURGO",RS,POA,QHV,237.639892,6.03855,243.678442,"Agustinho Ormeneze",Hiroshima,
136299,2024-01-01,"São Paulo",SP,SAO,1098,3031.2,41,49.16,0.0,MEDIANEIRA,PR,CSC,CSC,171.560618,9.0936,180.654218,"Agustinho Ormeneze",Hiroshima,
136300,2024-01-01,"São Paulo",SP,SAO,1099,4156.98,61,70.07,0.0,MARINGA,PR,MGF,URB,239.73736,12.47094,252.2083,"Agustinho Ormeneze",Hiroshima,
136301,2024-01-01,"São Paulo",SP,SAO,1100,4178.2,55,78.44,0.0,CASCAVEL,PR,CAC,URB,258.948716,12.5346,271.483316,"Agustinho Ormeneze",Hiroshima,
136302,2024-01-01,"São Paulo",SP,SAO,1101,136.45,3,5.02,0.0,BIGUACU,SC,FLN,504,52.43936,0.40935,52.84871,"Agustinho Ormeneze",Hiroshima,
136303,2024-01-01,"São Paulo",SP,SAO,1102,4707.62,65,85.32,0.0,"UNIAO DA VITORIA",PR,CWB,LPR,300.646846,14.12286,314.769706,"Agustinho Ormeneze",Hiroshima,
136304,2024-01-01,"São Paulo",SP,SAO,1103,550.94,9,9.51,0.0,LAGES,SC,CTB,LAJ,71.20496,1.65282,72.85778,"Agustinho Ormeneze",Hiroshima,
136305,2024-01-01,"São Paulo",SP,SAO,1104,617.8,11,15.32,0.0,HARMONIA,RS,RGS,CXJ,137.289334,1.8534,139.142734,"Agustinho Ormeneze",Hiroshima,
136306,2024-01-01,"São Paulo",SP,SAO,1105,1350.06,16,22.47,0.0,PINHAIS,PR,CWB,215,92.364455,4.05018,96.414635,"Agustinho Ormeneze",Hiroshima,
136307,2024-01-01,"São Paulo",SP,SAO,1106,1166.03,20,16.9,0.0,CONCORDIA,SC,XAP,CCA,100.5218,3.49809,104.01989,"Agustinho Ormeneze",Hiroshima,
136308,2024-01-01,"São Paulo",SP,SAO,1107,1211.48,10,18.33,0.0,CAMPINAS,SP,SPO,DOC,101.8287,3.63444,105.46314,"Agustinho Ormeneze",Hiroshima,
136309,2024-01-01,"São Paulo",SP,SAO,1108,4997.22,68,89.78,0.0,ARAPONGAS,PR,LDB,ARA,300.646959,14.99166,315.638619,"Agustinho Ormeneze",Hiroshima,
136310,2024-01-01,"São Paulo",SP,SAO,1109,1841.28,23,29.48,0.0,CUBATAO,SP,SPO,TLG,131.9473,5.52384,137.47114,"Agustinho Ormeneze",Hiroshima,
136311,2024-01-01,"São Paulo",SP,SAO,1110,6019.19,68,109.75,0.0,CURITIBA,PR,CWB,URB,270.676098,18.05757,288.733668,"Agustinho Ormeneze",Hiroshima,
136312,2024-01-01,"São Paulo",SP,SAO,1111,2770.4,25,47.22,0.0,"SAO JOSE DOS CAMPOS",SP,SPO,DOC,182.6855,8.3112,190.9967,"Agustinho Ormeneze",Hiroshima,
136313,2024-01-01,"São Paulo",SP,SAO,1112,752.76,4,15.31,0.0,"SAO JOAO DA BOA VISTA",SP,SPO,DVT,82.2838,2.25828,84.54208,"Agustinho Ormeneze",Hiroshima,
136314,2024-01-01,"São Paulo",SP,SAO,1113,888.56,10,20.81,0.0,JUNDIAI,SP,SPO,TLG,103.2875,2.66568,105.95318,"Agustinho Ormeneze",Hiroshima,
136315,2024-01-01,"São Paulo",SP,SAO,1114,916.12,10,14.07,0.0,AMERICANA,SP,SPO,DOC,89.6114,2.74836,92.35976,"Agustinho Ormeneze",Hiroshima,
136316,2024-01-01,"São Paulo",SP,SAO,1115,1045.24,19,18.02,0.0,"BRAGANCA PAULISTA",SP,SPO,DOC,109.6565,3.13572,112.79222,"Agustinho Ormeneze",Hiroshima,
136317,2024-01-01,"São Paulo",SP,SAO,1116,1967.11,32,40.34,0.0,CANOAS,RS,POA,URB,274.372456,5.90133,280.273786,"Agustinho Ormeneze",Hiroshima,
136318,2024-01-01,"São Paulo",SP,SAO,1117,2541.6,32,37.38,0.0,"PRAIA GRANDE",SP,SPO,TLG,161.0283,7.6248,168.6531,"Agustinho Ormeneze",Hiroshima,
136319,2024-01-01,"São Paulo",SP,SAO,1118,721.82,17,18.04,0.0,"CERRO LARGO",RS,RGS,GEL,173.220592,2.16546,175.386052,"Agustinho Ormeneze",Hiroshima,
136320,2024-01-01,"São Paulo",SP,SAO,1119,1490.48,24,24.3,0.0,OURINHOS,SP,SPO,DVT,115.4801,4.47144,119.95154,"Agustinho Ormeneze",Hiroshima,
136321,2024-01-01,"São Paulo",SP,SAO,1120,1093.2,20,19.24,0.0,BIGUACU,SC,FLN,504,125.97506,3.2796,129.25466,"Agustinho Ormeneze",Hiroshima,
136322,2024-01-01,"São Paulo",SP,SAO,1121,1630.76,24,31.7,0.0,VIRADOURO,SP,SPO,DVT,153.4108,4.89228,158.30308,"Agustinho Ormeneze",Hiroshima,
136323,2024-01-01,"São Paulo",SP,SAO,1122,1758.44,28,31.71,0.0,FRANCA,SP,SPO,DVT,152.7713,5.27532,158.04662,"Agustinho Ormeneze",Hiroshima,
136324,2024-01-01,"São Paulo",SP,SAO,1123,1760.72,22,27.72,0.0,BAURU,SP,SPO,DVT,120.4545,5.28216,125.73666,"Agustinho Ormeneze",Hiroshima,
136325,2024-01-01,"São Paulo",SP,SAO,1124,1764.0,30,28.45,0.0,PIRACICABA,SP,SPO,DOC,148.8981,5.292,154.1901,"Agustinho Ormeneze",Hiroshima,
136326,2024-01-01,"São Paulo",SP,SAO,1125,1771.92,21,26.36,0.0,INDAIATUBA,SP,SPO,DOC,118.7307,5.31576,124.04646,"Agustinho Ormeneze",Hiroshima,
136327,2024-01-01,"São Paulo",SP,SAO,1126,1860.24,18,29.18,0.0,AVARE,SP,SPO,DVT,120.1378,5.58072,125.71852,"Agustinho Ormeneze",Hiroshima,
136328,2024-01-01,"São Paulo",SP,SAO,1127,1902.32,21,33.45,0.0,FRANCA,SP,SPO,DVT,145.3802,5.70696,151.08716,"Agustinho Ormeneze",Hiroshima,
136329,2024-01-01,"São Paulo",SP,SAO,1128,1971.32,14,20.9,0.0,INDAIATUBA,SP,SPO,DOC,98.4728,5.91396,104.38676,"Agustinho Ormeneze",Hiroshima,
136330,2024-01-01,"São Paulo",SP,SAO,1129,1989.56,20,27.35,0.0,"RIBEIRAO PRETO",SP,SPO,DVT,130.6869,5.96868,136.65558,"Agustinho Ormeneze",Hiroshima,
136331,2024-01-01,"São Paulo",SP,SAO,1130,1957.04,15,32.48,0.0,NAO-ME-TOQUE,RS,RGS,SLD,208.01731,5.87112,213.88843,"Agustinho Ormeneze",Hiroshima,
136332,2024-01-01,"São Paulo",SP,SAO,1131,2598.15,28,52.87,0.0,"LAGOA VERMELHA",RS,RGS,PFB,285.630538,7.79445,293.424988,"Agustinho Ormeneze",Hiroshima,
136333,2024-01-01,"São Paulo",SP,SAO,1132,568.72,9,9.21,0.0,"RIBEIRAO PRETO",SP,SPO,DVT,89.7822,1.70616,91.48836,"Agustinho Ormeneze",Hiroshima,
136334,2024-01-01,"São Paulo",SP,SAO,1133,683.24,6,12.0,0.0,"SAO PAULO",SP,SAO,CEN,65.400262,2.04972,67.449982,"Agustinho Ormeneze",Hiroshima,
136335,2024-01-01,"São Paulo",SP,SAO,1134,3462.4,39,39.91,0.0,SOROCABA,SP,SPO,DOC,143.4464,10.3872,153.8336,"Agustinho Ormeneze",Hiroshima,
136336,2024-01-01,"São Paulo",SP,SAO,1135,825.64,9,15.81,0.0,MARILIA,SP,SPO,DVT,97.0986,2.47692,99.57552,"Agustinho Ormeneze",Hiroshima,
136337,2024-01-01,"São Paulo",SP,SAO,1136,860.12,14,24.13,0.0,"SAO CARLOS",SP,SPO,DVT,111.6775,2.58036,114.25786,"Agustinho Ormeneze",Hiroshima,
136338,2024-01-01,"São Paulo",SP,SAO,1137,969.48,14,18.15,0.0,JUNDIAI,SP,SPO,TLG,99.4134,2.90844,102.32184,"Agustinho Ormeneze",Hiroshima,
136339,2024-01-01,"São Paulo",SP,SAO,1138,1319.0,19,21.54,0.0,ARACATUBA,SP,SPO,DVT,114.4767,3.957,118.4337,"Agustinho Ormeneze",Hiroshima,
136340,2024-01-01,"São Paulo",SP,SAO,1139,1483.72,21,29.47,0.0,ARACATUBA,SP,SPO,DVT,126.7579,4.45116,131.20906,"Agustinho Ormeneze",Hiroshima,
136341,2024-01-01,"São Paulo",SP,SAO,1140,0.0,18,24.51,0.0,ITARARE,SP,SPO,DVT,120.9884,0.0,120.9884,"Agustinho Ormeneze",Hiroshima,
136342,2024-01-01,"São Paulo",SP,SAO,1141,1652.96,19,32.29,0.0,SOROCABA,SP,SPO,DOC,124.8,4.95888,129.75888,"Agustinho Ormeneze",Hiroshima,
136343,2024-01-01,"São Paulo",SP,SAO,1142,1674.12,26,37.23,0.0,"BRAGANCA PAULISTA",SP,SPO,DOC,153.3205,5.02236,158.34286,"Agustinho Ormeneze",Hiroshima,
136344,2024-01-01,"São Paulo",SP,SAO,1143,3149.04,46,57.89,0.0,TAUBATE,SP,SPO,DOC,218.6787,9.44712,228.12582,"Agustinho Ormeneze",Hiroshima,
136345,2024-01-01,"São Paulo",SP,SAO,1144,2111.28,28,34.36,0.0,ARACATUBA,SP,SPO,DVT,138.24,6.33384,144.57384,"Agustinho Ormeneze",Hiroshima,
136346,2024-01-01,"São Paulo",SP,SAO,1145,7295.33,115,151.6,0.0,CURITIBA,PR,CWB,URB,376.032531,21.88599,397.918521,"Agustinho Ormeneze",Hiroshima,
136347,2024-01-01,"São Paulo",SP,SAO,1146,1569.12,25,29.66,0.0,CAMPINAS,SP,SPO,DOC,144.7279,4.70736,149.43526,"Agustinho Ormeneze",Hiroshima,
136348,2024-01-01,"São Paulo",SP,SAO,1147,2310.92,30,34.79,0.0,MARILIA,SP,SPO,DVT,160.2663,6.93276,167.19906,"Agustinho Ormeneze",Hiroshima,
136349,2024-01-01,"São Paulo",SP,SAO,1148,2357.72,29,35.7,0.0,"RIBEIRAO PRETO",SP,SPO,DVT,144.2604,7.07316,151.33356,"Agustinho Ormeneze",Hiroshima,
136350,2024-01-01,"São Paulo",SP,SAO,1149,2462.6,32,42.85,0.0,AMPARO,SP,SPO,DOC,160.3882,7.3878,167.776,"Agustinho Ormeneze",Hiroshima,
136351,2024-01-01,"São Paulo",SP,SAO,1150,2592.52,35,34.28,0.0,"RIBEIRAO PRETO",SP,SPO,DVT,157.668,7.77756,165.44556,"Agustinho Ormeneze",Hiroshima,
136352,2024-01-01,"São Paulo",SP,SAO,1151,1977.16,29,34.3,0.0,"BRAGANCA PAULISTA",SP,SPO,DOC,164.1732,5.93148,170.10468,"Agustinho Ormeneze",Hiroshima,
136353,2024-01-01,"São Paulo",SP,SAO,1152,3722.8,40,62.83,0.0,CARAGUATATUBA,SP,SPO,DVT,222.2286,11.1684,233.397,"Agustinho Ormeneze",Hiroshima,
136354,2024-01-01,"São Paulo",SP,SAO,1153,3347.76,53,60.42,0.0,TREMEMBE,SP,SPO,DOC,225.7808,10.04328,235.82408,"Agustinho Ormeneze",Hiroshima,
136355,2024-01-01,"São Paulo",SP,SAO,1154,1866.72,29,31.74,0.0,"MONTE MOR",SP,SPO,DOC,165.9453,5.60016,171.54546,"Agustinho Ormeneze",Hiroshima,
136356,2024-01-01,"São Paulo",SP,SAO,1155,3116.76,49,61.83,0.0,CURITIBA,PR,CWB,URB,200.809392,9.35028,210.159672,"Agustinho Ormeneze",Hiroshima,
136357,2024-01-01,"São Paulo",SP,SAO,1156,3842.8,46,59.55,0.0,GUARATINGUETA,SP,SPO,DVT,228.8283,11.5284,240.3567,"Agustinho Ormeneze",Hiroshima,
136358,2024-01-01,"São Paulo",SP,SAO,1157,3849.13,29,57.64,0.0,JAGUARAO,RS,RGS,PET,254.069932,11.54739,265.617322,"Agustinho Ormeneze",Hiroshima,
136359,2024-01-01,"São Paulo",SP,SAO,1158,1908.99,26,41.1,0.0,"BOM RETIRO DO SUL",RS,RGS,LJD,271.045264,5.72697,276.772234,"Agustinho Ormeneze",Hiroshima,
136360,2024-01-01,"São Paulo",SP,SAO,1159,2872.76,31,42.96,0.0,LIMEIRA,SP,SPO,DOC,167.9368,8.61828,176.55508,"Agustinho Ormeneze",Hiroshima,
136361,2024-01-01,"São Paulo",SP,SAO,1160,1891.03,30,39.18,0.0,IJUI,RS,RGS,GEL,268.440178,5.67309,274.113268,"Agustinho Ormeneze",Hiroshima,
